E. coli ATCC11775,P. aeruginosa PAO1,P. aeruginosa PA14,S. aureus ATCC12600,E. coli AIG221,E. coli AIG222,K. pneumoniae ATCC13883,A. baumannii ATCC19606,A. muciniphila ATCC BAA-835,B. fragilis ATCC25285,B. vulgatus ATCC8482,C. aerofaciens ATCC25986,C. scindens ATCC35704,B. thetaiotaomicron ATCC29148,B. thetaiotaomicron Complemmented,B. thetaiotaomicron Mutant,B. uniformis ATCC8492,B. eggerthi ATCC27754,C. spiroforme ATCC29900,P. distasonis ATCC8503,P. copri DSMZ18205,B. ovatus ATCC8483,E. rectale ATCC33656,C. symbiosum,R. obeum,R. torques,S. aureus (ATCC BAA-1556) - MRSA,vancomycin-resistant E. faecalis ATCC700802,vancomycin-resistant E. faecium ATCC700221,E. coli Nissle,Salmonella enterica ATCC 9150 (BEIRES NR-515),Salmonella enterica (BEIRES NR-170),Salmonella enterica ATCC 9150 (BEIRES NR-174),L. monocytogenes ATCC 19111 (BEIRES NR-106)
29.983252,16.44959,18.691208,38.85631,19.90628,22.927855,74.551056,16.717197,24.994116,96.65065,9.292316,10.256955,7.114282,73.198746,102.46118,83.90581,55.619194,58.388805,75.449936,77.80796,87.65184,92.92729,47.419266,209.82895,572.62036,301.85306,54.766865,89.34833,9.09402,512.7322,11.849007,188.52415,164.40608,20.560862
30.241983,20.173733,22.933798,41.398647,20.762127,22.096365,62.919598,15.381414,23.236975,75.713844,11.809269,14.253889,12.051704,57.2505,85.73451,67.803696,51.61318,50.28882,55.537468,57.73106,65.86667,69.69912,41.29377,201.54176,537.8832,294.93945,51.292927,81.109436,15.247971,501.2914,14.686887,187.1445,189.53769,23.867544
22.954193,11.466387,22.646347,51.87887,17.910505,17.88715,111.505005,26.110575,5.167863,89.454666,7.6096306,9.056341,7.831151,67.32088,99.54049,71.02233,48.5432,44.804962,38.33578,68.18147,64.08335,92.59971,38.297626,212.8311,545.5873,271.14877,53.200855,82.63289,8.970297,450.7265,6.4749374,253.41309,231.58847,17.393135
28.815928,11.795669,19.078388,38.398888,22.025324,22.95303,95.58184,19.685753,8.444087,89.49502,5.483633,7.3027,4.7919245,72.82894,100.11533,77.2675,67.14534,68.82933,49.44993,82.124725,73.84853,89.887276,40.749302,211.18254,529.69366,288.59525,45.559395,73.813736,6.8360415,669.4481,8.273713,356.04706,275.0658,21.00169
22.95685,97.2874,90.551216,10.46034,24.759216,15.574461,28.096659,16.26712,51.75706,50.28236,30.932089,46.94253,20.901386,35.05554,58.351448,44.73753,23.743557,29.223782,19.473919,51.34981,34.163338,42.463226,23.315327,61.354095,211.98796,102.58657,15.059024,46.353207,10.62527,1131.2781,25.48238,566.7408,303.80206,34.66992
22.955822,20.081902,25.08411,61.25234,21.723415,22.258078,56.991432,7.4972315,7.0083723,79.66624,13.2220745,15.009418,18.279366,61.585796,83.11655,60.804737,36.01477,35.690998,38.542572,54.812664,58.57981,79.45616,43.70037,147.7409,341.8726,189.89713,63.971718,75.399506,11.317438,291.90012,7.672404,163.23325,137.56108,14.786085
32.80982,16.639122,18.56849,41.588295,18.593885,22.961615,81.04838,21.344595,23.10459,106.390335,9.683849,12.00752,4.4395247,85.392006,110.911766,96.27573,68.82872,74.200264,100.04121,92.06032,102.17335,100.970894,43.259193,225.14197,451.76987,341.65842,62.766937,91.38344,10.353865,585.1128,8.853671,293.99634,206.22038,18.607313
32.750393,15.555639,22.967949,51.60694,19.455828,20.277027,104.7949,17.089666,13.266096,112.831825,11.135626,14.270177,9.9386835,85.766525,110.31105,94.18168,73.49845,76.36235,97.613945,92.53792,101.49831,104.07949,52.136944,245.98608,428.68198,323.84924,71.0616,96.53607,9.559796,979.534,5.6838675,575.8315,213.24104,13.514025
22.969143,19.931767,32.611366,37.43589,11.380367,10.922504,44.510105,4.7413836,6.8535056,56.11898,7.461783,16.687538,7.9578295,30.50063,61.78951,42.18872,22.133205,24.67566,39.775887,37.948624,33.77199,51.65141,25.466614,109.42924,275.28314,156.46439,47.11759,75.77123,6.669523,217.92578,4.1665425,127.262436,136.73294,10.093691
29.820984,18.22936,22.974403,41.77121,21.433432,21.64803,66.452965,17.169804,26.570583,78.931564,11.204252,13.61817,7.9322195,61.550465,89.53035,69.89089,59.191505,57.62279,49.26208,63.014442,67.45147,73.47056,36.006798,175.26578,474.82196,260.8575,50.33327,76.70954,12.499178,251.53679,15.640698,193.94186,189.51796,25.360884
24.446468,17.920744,22.970299,30.147415,16.145245,20.143505,51.808216,20.342388,27.88241,69.54115,12.135134,14.148089,7.047058,53.930225,80.228,66.94026,51.19298,47.69199,55.561806,57.692272,72.38602,63.333496,34.697456,141.50793,361.56195,215.03938,46.49137,72.15227,10.081101,871.5832,5.961356,349.8337,255.16113,11.536006
12.528089,22.980286,27.618042,34.74063,22.294718,17.42198,38.473953,5.3366327,17.295465,47.00741,15.478923,14.858144,15.337657,36.721577,60.88446,45.987865,27.682962,26.00802,36.273415,35.562195,35.751747,46.476124,32.17346,111.43201,336.7244,150.99916,43.332474,50.790207,10.02897,1249.7964,10.211531,325.19995,267.5381,18.269926
25.863993,19.744907,22.987667,89.87756,20.337084,17.23468,62.527557,8.904491,6.439429,57.07353,10.849139,11.775713,10.668055,45.753857,83.74046,46.472866,21.01198,29.076183,41.859917,22.625177,27.399038,78.17885,34.341206,235.6508,626.7794,337.1843,81.18282,83.860374,11.247785,350.0998,15.632756,345.00906,248.08208,30.085321
25.192965,15.985298,22.985493,47.06741,18.8138,19.399418,90.670364,18.612041,6.795086,96.93223,8.225416,10.472775,12.082355,73.92325,101.64732,76.405045,62.289253,62.858498,60.900116,82.31596,71.12577,100.32575,54.960167,239.05112,502.06747,358.35968,49.571648,83.589485,7.306945,537.916,8.487528,217.36276,258.6023,23.068691
35.053722,20.037004,22.992268,52.182545,9.552946,11.667799,84.03337,10.161456,22.540598,108.42135,15.70974,18.794502,12.717349,75.70819,116.58279,85.546074,59.54286,58.85193,97.96212,76.24806,79.84418,101.34349,58.551575,197.91103,396.47888,301.12067,70.32698,119.47896,6.8310585,210.14438,5.117716,132.08537,118.73252,11.0669775
26.487604,17.647877,22.996922,42.31303,18.200153,17.483551,79.56362,12.905736,22.189373,92.463,16.063032,18.259039,15.706055,73.094315,99.14577,79.56158,62.31781,59.373882,84.811424,79.084625,78.76588,85.11775,50.132576,149.28618,354.8349,236.15767,56.231842,97.462616,10.435308,414.78394,9.841864,235.19077,221.29453,19.573164
38.915924,17.484043,21.27502,31.41187,19.177542,23.006083,69.62013,19.82214,23.873346,96.358315,6.9889946,10.958267,3.145191,74.18216,102.510864,86.61881,70.7389,74.79163,87.797874,81.85317,96.69834,85.42623,38.651394,226.78764,492.53287,313.43115,52.470253,79.30665,9.940443,876.5392,9.017664,315.0144,312.49655,19.550106
26.71401,12.382244,18.533306,46.78098,18.943874,21.575579,89.74396,23.009699,8.240858,102.89048,8.506315,9.558119,6.3399625,86.971695,108.044044,86.79134,80.34248,76.35936,70.28648,91.42461,91.73268,100.92979,49.71624,270.11456,507.27606,374.1809,54.734844,75.96345,6.0335693,511.59317,6.605339,185.6476,213.38754,15.935931
38.723526,18.599735,23.012335,44.454636,19.58435,21.266167,78.79668,17.909086,17.328987,100.265335,8.660475,14.696577,7.670343,71.789536,100.833694,89.20934,71.03761,72.564476,82.50952,77.755585,89.84159,92.53835,50.284336,245.08438,495.09335,308.9762,62.72828,92.23566,12.192213,471.7954,8.713801,298.726,232.55473,17.621517
29.705866,20.158894,22.962032,34.536552,19.977629,23.021376,84.097275,18.468592,34.272163,112.46958,16.447895,18.272295,9.281321,94.58191,116.08679,99.16449,77.98735,75.491585,122.50456,88.518684,105.72947,106.15106,61.994774,304.12753,521.4801,451.39545,59.367706,88.29118,8.597631,498.29947,8.172189,298.7732,223.30753,18.561558
22.177586,10.518325,17.059605,51.25291,23.533224,23.021946,91.213715,15.6268635,6.0259037,90.87657,11.097283,10.149019,5.4765024,80.1351,109.40896,78.39951,73.07979,63.831562,49.70675,71.14156,75.86874,92.833336,39.07959,259.0672,698.31506,327.57727,59.396736,72.95465,10.358454,1099.3107,8.392822,384.10492,314.08347,17.115461
40.700844,18.07524,22.030872,31.709736,21.908184,23.02097,74.10931,19.581335,23.718882,100.2253,7.103698,10.558486,3.1002367,74.71886,102.55382,87.86037,71.18558,76.8038,81.0563,89.703186,92.48693,87.50375,34.225075,214.97285,513.43005,271.6797,51.71045,78.19292,10.007233,895.74384,9.32794,326.05563,350.88022,21.751162
25.244823,14.900497,23.032711,41.621525,15.263441,17.37894,68.26019,14.023938,15.561995,90.58115,13.417643,18.457483,13.170911,59.875214,88.00404,72.18832,50.39244,48.904736,63.85784,77.0327,72.67866,77.21054,47.21859,153.44766,383.23163,192.22038,53.383553,88.280106,9.201222,411.59946,6.8491187,163.58951,153.61366,13.596003
21.023766,23.035677,29.163391,47.17057,13.454503,12.28731,60.391216,6.0503235,8.153053,82.573685,18.378803,23.472996,26.57359,56.32612,86.12975,58.834797,39.053772,35.48681,62.77233,62.008656,52.144947,76.10434,55.595985,181.94418,321.89444,247.31291,57.983143,92.8836,8.10382,460.25146,7.158877,141.90569,151.53983,13.184291
29.31429,15.308371,20.720646,46.50463,21.044744,22.897541,103.01338,23.037504,7.2442293,103.52055,7.6304183,9.234871,8.893312,82.95217,110.15906,87.26033,72.567955,73.69015,66.111984,83.86182,82.19786,110.56028,56.382347,276.07895,546.8469,373.2683,51.65072,86.16861,6.8523912,651.90546,11.091666,400.472,252.36687,23.835941
27.549505,13.3400755,21.53112,56.884075,21.625046,23.039158,89.06134,20.788208,7.0281906,95.36415,12.13869,12.784797,7.611434,78.98672,103.23373,79.85063,74.16914,66.10243,59.25744,81.40234,81.16788,90.25423,41.760174,199.82358,503.4305,267.795,67.211,72.84305,10.430659,643.86694,6.6433916,384.80212,262.5749,14.519388
31.848522,18.625158,21.376972,35.926495,20.685429,23.049164,76.52675,19.265675,23.362576,99.491776,10.722433,13.327978,6.2876577,77.293785,103.245316,90.21258,66.19205,70.94089,90.40423,91.50492,94.02696,90.9915,38.792427,199.96194,475.5309,293.69934,55.786846,85.568825,11.641307,608.7744,10.508083,276.8987,248.53116,23.093872
28.372946,16.686565,22.279675,49.86336,21.818777,23.051027,92.243805,17.987047,9.170333,104.26015,9.117315,12.036249,9.885525,81.304596,108.8552,84.59126,72.129,74.471954,70.481186,90.59559,85.30141,102.9106,53.92527,234.33691,545.65686,358.33685,57.14738,84.112114,9.600912,674.1812,9.26026,241.68546,247.69646,23.788074
11.247905,22.967653,25.745647,31.607306,23.047998,18.626568,29.115917,10.286551,21.277073,18.295385,11.522436,8.004922,9.638639,16.365568,36.16518,25.121586,9.417737,12.037945,12.610493,14.676012,14.944948,23.867094,19.050343,83.22145,255.20149,89.60512,29.897564,40.02168,12.428333,894.2001,23.91016,626.2496,388.51328,30.949259
32.866035,17.32536,19.113878,40.389706,20.617989,23.057491,77.14598,20.805876,23.397669,98.07024,8.268703,10.362659,3.316177,80.97078,104.406395,89.40519,68.61843,76.97814,98.33411,77.86149,94.859634,97.11888,40.17932,228.55417,443.4435,325.95383,61.720528,83.81027,11.725,730.8721,9.984546,369.85406,230.63687,18.71735
27.786575,20.029305,20.113214,43.66447,21.398338,23.05981,56.04953,16.276648,19.58771,93.38933,17.266514,17.99905,11.679469,76.26397,96.46351,85.51469,67.044205,71.462135,94.86565,60.382195,97.835785,92.949,61.35357,242.91597,388.45764,333.47974,60.091026,92.68187,16.363186,1218.2485,12.303133,649.86926,230.5164,20.683949
23.06361,21.807224,23.67097,46.416344,8.137516,9.841465,59.599377,12.154564,33.071255,80.10165,11.905519,16.716682,5.9255133,54.501026,88.916016,66.89027,46.62548,48.65194,62.722115,59.99801,62.128803,73.666214,28.955719,133.78012,356.70364,200.34842,65.34709,95.71565,8.463146,252.13582,4.175071,109.55699,108.64165,10.372962
33.17639,19.461412,23.063232,41.493076,19.82654,22.112469,78.42255,15.589264,26.915775,100.938965,10.480993,14.196434,7.7879815,75.21529,104.21248,87.20629,59.3495,61.59309,77.07043,80.80873,90.9279,92.59926,45.197674,218.58765,588.9535,305.0597,60.234703,92.76019,9.160376,570.13763,10.389433,222.68208,168.41275,18.748669
35.069847,17.69939,19.928356,36.315895,19.225239,23.064001,74.94173,22.599255,23.646738,109.2166,9.923445,13.182451,5.6520905,84.4518,108.66952,100.22728,81.59386,88.26101,120.05786,95.017105,108.199646,100.58781,51.180218,252.97598,485.95712,378.75116,57.698082,83.61342,10.92023,662.55194,9.563873,239.57568,233.11731,19.629988
25.957947,17.812006,23.075008,52.728645,11.359835,15.399658,50.36872,10.934996,12.361871,62.31425,10.936003,15.646477,11.57952,41.260387,73.252075,55.08081,27.941021,32.572502,42.29415,35.84764,49.44663,65.23447,46.391453,172.48294,363.80365,260.77884,55.483643,98.80937,9.37439,156.8308,8.124425,86.70767,85.68619,16.574673
29.068329,17.36903,23.075743,37.578037,20.129505,20.633673,92.250206,15.590424,16.348757,111.50189,12.648803,15.553655,11.910858,84.41421,110.51674,92.76894,72.70191,72.99055,94.118324,99.88174,100.02702,102.11725,57.25473,244.01535,578.5497,335.31244,56.41853,92.306564,8.684527,925.4367,9.144338,505.49985,301.6159,18.156067
33.183807,16.894447,19.428896,36.341705,18.736122,22.245777,78.54427,23.078222,28.574732,103.778305,9.635473,12.576952,4.016438,81.577934,107.5979,96.17505,73.96045,79.84428,97.28087,94.57832,101.87879,95.38912,39.622826,209.25285,510.34854,320.4958,57.062366,84.220505,10.389192,495.7912,9.264836,218.36588,201.09346,19.593925
23.580235,14.93676,23.075829,63.411816,17.977072,19.087994,84.52684,22.521803,8.116483,98.85637,14.613477,17.425652,14.441325,76.529366,101.43239,79.25689,59.98886,57.633553,59.077576,68.12201,79.84978,98.96713,49.71305,188.07039,427.6045,258.49493,71.713066,88.38208,14.252109,519.4359,6.4376516,309.1368,210.22209,16.698048
25.507092,13.460577,18.007694,41.221886,20.876007,23.080809,86.0953,17.586575,6.305968,107.38135,8.252031,10.67784,7.8276863,88.2021,112.19295,91.01819,83.8593,82.16927,63.591957,87.47064,92.32351,110.09005,56.331177,306.07675,481.9881,440.59482,48.11657,81.29387,7.8301682,780.436,9.146649,359.15826,269.67148,22.891706
21.332188,23.834566,23.08554,67.85994,15.48234,13.630086,59.209198,7.8917513,16.470346,89.76192,23.400738,19.638334,11.23033,66.78146,96.22692,70.68028,40.82139,43.359734,59.242382,63.07624,59.301582,85.40246,42.424175,161.42534,417.87085,232.53918,81.474915,91.54949,12.753031,243.24248,6.066692,174.91707,136.06558,11.647808
26.342997,11.609489,17.79145,37.757977,21.89015,23.086636,95.692795,17.864714,8.441657,92.98097,5.423047,6.8801093,6.5763865,75.42024,104.543015,79.32639,68.868324,71.2495,56.457623,82.387856,71.99448,99.063324,46.571236,240.97017,543.9369,355.9628,45.225212,75.969635,6.0925245,547.62915,10.899336,256.06363,254.43814,26.200623
31.507227,15.741707,20.334034,32.34594,23.08748,22.902672,76.10404,15.224864,15.875175,97.809494,5.974784,9.098569,3.1167684,72.487366,102.2864,83.031525,67.01807,69.263596,76.222534,84.8193,86.61525,89.30263,33.25037,250.4596,546.9868,295.94962,50.39074,78.77678,9.919365,817.76746,8.162246,327.006,334.51947,21.0732
29.174316,16.877535,23.092197,50.074593,20.01151,20.615673,75.02662,12.49605,22.404549,74.36928,9.860434,12.126645,7.0657997,57.47817,90.91154,64.00102,41.153088,45.415142,41.910347,53.680077,53.448845,76.02785,36.97729,180.53258,429.5607,293.54486,54.86666,80.81797,9.988704,226.41385,15.772405,173.53203,180.1558,28.1875
25.001255,11.635965,19.109066,54.337963,20.756878,23.095215,88.210686,20.89971,7.0596414,89.59605,10.571265,10.447773,6.15613,78.56514,102.87388,76.7609,64.07798,60.1292,54.361214,69.51489,79.14305,89.70223,40.67963,199.24069,519.71387,264.9417,63.304432,74.83274,8.789581,655.88,6.3982882,573.31085,249.33167,13.9691515
33.665596,16.07899,18.3021,36.481537,18.79219,23.093744,75.44421,20.985218,23.034115,104.952614,8.762078,11.145673,4.6526775,85.62369,108.24602,96.124374,76.629326,81.15765,110.08811,88.31892,103.971115,97.92346,49.883747,241.89932,479.56366,357.11227,57.910755,84.1368,9.868811,665.2573,8.659755,240.28604,231.12834,18.88351
25.863138,16.711082,23.101294,45.82861,15.028026,19.819138,59.90392,13.277562,14.480547,76.7531,13.398756,16.245977,9.223889,56.561066,81.17933,69.465706,50.001793,46.796318,61.906746,58.694386,74.09607,70.92887,46.525566,178.28735,334.24777,226.17175,60.759296,86.75914,11.0849285,776.5906,4.6730943,106.94832,105.78642,11.405336
22.598846,22.26342,34.472534,58.916786,23.102242,19.836538,78.57862,10.374338,5.985564,54.527985,8.768126,13.4860325,12.910144,33.325203,69.86327,43.934643,20.892317,23.66565,29.9763,40.14399,30.015509,56.107616,33.379013,161.68117,428.71533,218.87268,54.960846,82.36714,14.56956,196.05444,16.879925,141.71622,141.57132,33.700806
30.997639,23.10322,22.903362,43.815575,21.680704,23.105892,71.2633,18.519224,39.97915,88.18878,11.104887,13.678427,3.893905,76.03927,100.95081,81.48333,62.802803,71.481224,81.34751,70.31413,81.421616,86.20256,31.826487,181.89946,403.50565,307.886,65.22725,85.23586,12.406359,804.3995,11.773951,445.00986,225.73312,20.025402
23.8877,11.242969,18.88103,52.26073,19.473286,21.596928,92.88695,23.1066,5.371722,94.95308,9.965023,10.202494,7.6720037,79.5956,104.305664,80.12898,64.506195,59.637154,58.139698,75.867065,80.387405,97.61964,47.713806,253.63193,598.683,305.45505,58.838135,77.13404,8.318323,815.47644,7.656925,579.9966,345.2489,16.382557
23.102303,9.838519,18.73798,41.365917,19.944143,21.647207,105.25126,26.2626,4.522938,92.62899,6.8421493,8.841902,7.78945,70.57235,100.62082,81.47456,65.90957,60.622852,43.48829,75.2478,79.99615,96.93425,46.56217,249.30571,489.05215,323.58725,43.35643,77.66632,7.7860727,444.90927,7.1605186,199.01645,211.65479,17.47437
25.565355,15.095136,20.640686,40.483227,22.81457,23.110683,82.60491,21.463747,9.825331,91.98378,6.885877,9.5002,10.392893,71.542274,98.06769,75.424065,66.178024,67.72179,61.685223,76.322495,71.67605,96.62845,51.901703,284.81567,520.6743,319.87152,44.102467,74.47893,6.3297415,659.2752,11.708469,245.65683,305.38977,29.257599
33.31849,16.71976,20.12105,30.396236,18.88702,23.112663,68.77649,19.100218,28.17542,91.23969,6.962083,9.677672,2.7642171,71.87968,102.5532,83.38005,66.81974,67.52339,81.08367,75.52969,93.577034,84.8374,32.292255,215.45284,522.80255,309.7887,51.16816,80.50321,8.993017,712.1848,9.187582,340.81943,300.62823,19.457333
30.672342,16.793156,20.738989,40.02436,21.685682,23.11342,65.05485,18.083279,28.207361,72.741646,8.739994,11.887928,3.9661121,56.564423,82.69306,67.43884,42.585495,51.853798,49.446,61.79245,63.172844,60.39909,31.728573,116.381,419.84653,178.93533,50.215538,76.04965,11.046073,672.9306,14.313177,242.68929,240.1829,21.083307
28.346615,12.088607,19.2035,38.879375,21.986223,23.114384,101.60304,21.451214,11.178914,96.4774,6.985011,7.6928034,5.6577554,80.56727,108.190735,83.34271,72.2787,73.13321,56.23461,88.05507,79.99907,97.665146,41.00349,221.9213,516.0204,302.06598,47.0117,77.63745,6.532363,579.8729,9.863879,804.2733,339.4717,22.699423
28.24738,11.060038,18.981178,55.495064,20.807661,23.13122,91.56867,22.056423,4.472386,95.130905,9.418579,9.896391,5.555806,79.6329,104.77041,79.94847,69.44526,63.713512,52.115704,76.39446,81.753,95.5739,43.899548,250.58281,585.90784,315.96603,61.501343,75.34475,8.908354,517.21326,5.6116495,214.78406,224.17703,14.164457
36.34037,18.507496,23.141129,46.313538,15.524681,20.33775,51.833405,17.997057,14.369202,71.71052,10.805871,10.96657,5.69976,51.024487,79.57472,60.3727,35.802185,38.39383,44.882942,45.06464,57.33628,68.06111,27.063519,139.94223,383.9911,211.76509,60.15507,77.92757,12.042138,540.9346,8.625656,216.5949,181.17145,15.765068
20.080452,23.144278,26.429312,51.0839,21.860453,19.274681,37.93336,8.242565,9.135541,54.543983,15.922476,19.275398,22.78944,46.2965,69.028946,46.203514,25.323004,28.075006,19.867832,34.521004,38.377193,62.336292,37.915928,157.8018,382.56927,184.0291,49.744267,63.593243,13.84714,324.17703,12.351102,275.46237,205.67972,21.314814
28.492594,22.406338,23.150892,42.37063,15.601892,18.95994,61.283,11.041946,27.089386,105.99752,18.461245,20.362867,15.339073,83.416885,110.367615,88.605835,58.22425,59.854218,90.90627,75.437805,83.292816,100.07326,58.613945,220.44438,516.7656,336.0371,68.21028,90.65365,9.398821,607.28406,8.431138,372.87833,225.3854,16.407747
22.061657,23.15619,24.481455,66.04524,9.543411,10.201016,48.731815,7.3403387,8.361655,72.4488,13.442209,17.136993,10.234367,53.86092,85.17685,53.161644,20.9249,23.710978,56.581585,33.849297,43.075928,77.599686,29.829447,215.48166,480.0918,253.22795,74.72041,97.20589,8.356099,719.18756,6.2363677,228.26477,178.63812,11.979247
23.15162,11.379911,16.512667,62.029366,23.81277,19.912815,93.72188,10.364141,4.3821363,79.330795,7.0670686,7.8114724,6.153034,67.06349,101.74979,63.799103,47.653168,44.431664,34.86903,46.603447,56.59672,92.222946,37.062206,335.20807,1086.492,398.08908,63.5407,85.132355,13.349141,784.8167,8.803733,386.9077,402.77484,23.230556
33.369507,18.72086,23.151836,48.162056,18.353745,22.217413,71.64021,17.231915,26.813686,95.04338,12.785168,15.1067,11.334862,70.702286,98.341866,81.19933,48.592857,52.458424,68.08679,71.21558,82.33302,88.99741,47.879593,206.29517,454.8963,273.2154,63.04554,92.93519,10.128592,435.51263,10.342323,166.35837,146.72694,18.111443
35.02804,20.620054,23.159977,46.416527,20.158245,22.564499,67.38023,19.090748,17.843668,99.052505,12.521542,18.049517,10.688527,75.06576,96.94423,84.102005,61.937233,67.636116,75.92897,68.89061,98.85103,85.633316,48.971497,233.20146,488.3917,292.20984,62.094246,90.75278,13.3603115,995.8024,9.485847,335.3847,200.21155,19.161644
29.183508,20.039463,22.618076,49.286316,22.564983,23.161055,73.43197,19.137175,33.73806,83.92151,17.054813,17.835445,14.358472,72.289474,94.60949,77.27614,59.37928,56.02074,57.83562,56.676636,80.79141,82.07847,45.790623,208.46469,466.11655,247.13034,58.09973,94.198906,14.960574,596.40485,14.302783,422.36295,274.7672,21.67165
25.72749,22.267027,23.162575,41.627617,13.961472,15.300369,66.3391,16.638361,46.943916,85.52111,13.489563,14.113722,5.336183,66.76417,98.20595,77.68404,49.236866,55.970203,73.33723,72.47486,74.21895,79.1774,27.648962,146.26788,423.9124,240.43967,63.45992,84.804276,9.392816,525.60693,7.5603957,180.5419,171.1158,15.818428
34.967766,14.320981,17.866932,57.274067,20.86947,23.172176,87.88426,15.240909,19.555346,92.561844,9.768711,10.988862,6.8519135,77.02032,107.112366,81.35428,55.43643,56.4606,68.5641,62.141716,83.29855,90.2888,45.52202,287.1278,700.68384,348.3602,67.64924,102.28975,14.032237,996.04083,10.868073,282.82855,242.17744,21.426014
27.057867,12.634711,19.007406,39.335793,21.997704,23.179981,94.29063,20.709515,10.660509,92.89794,6.71499,8.096863,7.1948166,76.77509,101.66499,79.39369,67.214714,70.78117,57.19099,83.882454,74.66908,95.20333,45.776752,211.30208,508.0678,291.35394,47.455715,77.34008,7.364985,761.17975,11.702715,397.8133,282.63892,24.86857
23.182583,19.647305,29.005856,46.357033,11.124962,12.861597,42.408936,5.5294757,8.425145,50.10686,8.292815,15.080609,7.024274,29.54826,59.111816,38.862373,15.997734,18.876574,29.340628,29.603863,29.441198,49.426586,20.567005,98.001785,262.64743,157.84169,53.30254,77.87866,7.6262183,186.6843,5.215249,114.860756,105.14939,11.056773
23.192148,20.79532,23.861418,45.684696,8.200039,9.771669,60.128143,11.7523365,31.881342,78.25623,11.255313,15.198262,5.9921083,53.888123,88.37593,64.470406,44.519714,46.54337,58.84181,58.72631,59.109978,72.35824,26.137644,131.75002,382.6047,194.26616,64.624374,95.37246,7.905999,451.03497,3.7830787,119.84879,118.80139,9.8383875
23.199665,22.767666,24.322521,67.47117,9.735931,10.926573,59.894737,10.446567,10.197711,84.527916,12.910159,18.938313,12.50381,63.13218,90.452705,63.102303,29.302023,31.023947,62.322365,43.93914,51.625496,89.05536,34.549683,218.04153,441.39322,277.8193,75.089134,108.97266,7.3325057,1229.9192,8.515568,244.44388,220.66577,14.478864
19.925816,19.457378,25.63905,49.762493,23.202541,17.778461,66.27744,13.843782,2.9644175,78.67065,15.181546,16.424412,35.809376,63.50307,92.48377,59.325294,44.7298,33.860786,19.308733,36.281998,46.137,98.47043,59.515053,358.497,477.76334,397.0703,48.41944,71.70406,10.175038,655.87415,17.805122,331.37442,286.40097,38.690987
16.764156,47.104618,51.272106,23.202345,16.142859,10.42825,43.801804,4.3313293,15.559911,57.88908,15.357946,24.0471,12.597366,33.11416,68.923874,43.30321,25.661444,23.368458,31.7391,71.06847,31.18516,43.42322,30.855106,102.77989,286.30878,145.67299,32.894955,71.54384,6.910198,223.18845,8.445047,126.01427,120.115906,16.629955
29.172607,18.05054,23.21129,36.94081,17.176939,19.032768,74.12949,16.5591,14.868868,106.630936,10.424476,14.730901,10.436802,73.20497,106.70378,90.81582,66.838486,68.76866,98.47886,84.90021,96.53694,100.21583,56.760925,257.47714,469.82797,371.1112,54.393547,90.713,9.647166,333.8147,8.93081,224.4143,200.82521,18.893713
16.39584,23.212332,35.925095,36.998203,18.775276,15.695279,41.05021,5.94625,7.098263,49.31106,12.433065,19.03506,22.603188,31.767231,60.698914,37.846016,18.461592,20.16288,31.356527,24.579082,28.221094,54.974335,39.76767,171.99126,421.5298,270.79437,43.55669,59.95539,10.467836,665.6542,8.935375,359.9523,196.84581,17.263283
23.21085,14.848091,18.815365,33.999523,18.632254,23.779133,55.159546,22.733122,27.829727,70.9754,10.8384075,11.09292,6.8276987,57.750805,82.5726,71.8795,54.16381,53.88094,57.787636,57.476612,77.22277,66.292496,39.74779,168.9813,385.77847,224.24825,49.895164,71.84965,10.454352,903.50793,6.204462,335.58768,254.72026,11.516045
29.875027,20.480957,23.210354,56.699974,20.31073,19.222038,84.50094,10.315254,9.042523,100.97205,11.592771,16.144945,10.753066,80.581154,111.30196,78.57757,63.022514,64.16369,69.02233,75.69742,71.07812,100.85532,51.920063,242.82085,465.48077,312.80267,65.930916,98.18869,12.470691,784.55615,8.743632,291.0574,195.42732,22.146473
25.946827,14.4276705,18.742926,52.474895,23.212887,17.7855,98.1018,7.912076,3.263974,88.2295,5.285577,7.9539223,5.243929,72.80888,112.16962,67.505295,49.59026,49.00528,39.310642,62.70697,54.878082,97.30375,39.730278,325.18304,833.6864,400.1093,57.78123,83.89111,11.163118,695.6344,9.708369,284.23703,261.76788,25.799063
30.96288,19.23,23.219625,43.237007,17.940525,22.482443,59.879864,17.713108,20.528162,80.811,15.281366,18.271652,9.954762,61.717033,84.64332,74.8869,56.50578,56.343254,61.13617,60.654755,79.884224,76.28912,45.514256,152.21046,340.35468,249.67715,60.631245,82.21401,12.149677,822.411,7.62729,112.57092,117.47577,14.6317625
28.51301,17.805992,23.220276,55.021404,14.358296,16.684687,73.012024,16.628885,19.828135,82.872635,12.623213,17.010277,12.197336,61.82777,90.92453,73.326614,53.96633,54.288605,64.67639,56.792015,74.63945,78.44666,53.82926,191.28032,437.7021,235.49654,63.096416,100.65323,10.861882,261.4559,7.972116,187.23172,156.90256,15.418246
23.220446,13.500626,18.112614,27.69804,19.69595,26.426218,52.497475,18.488731,30.248056,67.674484,10.816588,11.266066,4.641563,58.076088,81.29626,69.63895,50.474567,50.182995,58.548542,54.734455,73.11576,64.09346,35.817703,159.7944,372.76047,222.74065,44.201653,67.399765,9.32521,1040.3328,7.9334717,392.58163,327.4096,13.842891
